,upper,lower,steer
32,ensemble_frames/upper/upper_-101_9454577644.jpg,ensemble_frames/lower/lower_-101_9454577644.jpg,-101
33,ensemble_frames/upper/upper_-101_9454577651.jpg,ensemble_frames/lower/lower_-101_9454577651.jpg,-101
34,ensemble_frames/upper/upper_-101_9454577657.jpg,ensemble_frames/lower/lower_-101_9454577657.jpg,-101
35,ensemble_frames/upper/upper_-102_9447932574.jpg,ensemble_frames/lower/lower_-102_9447932574.jpg,-102
36,ensemble_frames/upper/upper_-102_9447943936.jpg,ensemble_frames/lower/lower_-102_9447943936.jpg,-102
37,ensemble_frames/upper/upper_-102_9447945682.jpg,ensemble_frames/lower/lower_-102_9447945682.jpg,-102
38,ensemble_frames/upper/upper_-102_9447945825.jpg,ensemble_frames/lower/lower_-102_9447945825.jpg,-102
39,ensemble_frames/upper/upper_-102_9447955392.jpg,ensemble_frames/lower/lower_-102_9447955392.jpg,-102
40,ensemble_frames/upper/upper_-102_9447955399.jpg,ensemble_frames/lower/lower_-102_9447955399.jpg,-102
41,ensemble_frames/upper/upper_-102_9447955406.jpg,ensemble_frames/lower/lower_-102_9447955406.jpg,-102
42,ensemble_frames/upper/upper_-102_9447955414.jpg,ensemble_frames/lower/lower_-102_9447955414.jpg,-102
43,ensemble_frames/upper/upper_-102_9447955421.jpg,ensemble_frames/lower/lower_-102_9447955421.jpg,-102
44,ensemble_frames/upper/upper_-102_9447962584.jpg,ensemble_frames/lower/lower_-102_9447962584.jpg,-102
45,ensemble_frames/upper/upper_-102_9447963504.jpg,ensemble_frames/lower/lower_-102_9447963504.jpg,-102
46,ensemble_frames/upper/upper_-102_9454559979.jpg,ensemble_frames/lower/lower_-102_9454559979.jpg,-102
47,ensemble_frames/upper/upper_-102_9454559986.jpg,ensemble_frames/lower/lower_-102_9454559986.jpg,-102
48,ensemble_frames/upper/upper_-102_9454577239.jpg,ensemble_frames/lower/lower_-102_9454577239.jpg,-102
49,ensemble_frames/upper/upper_-102_9454577247.jpg,ensemble_frames/lower/lower_-102_9454577247.jpg,-102
50,ensemble_frames/upper/upper_-102_9454577253.jpg,ensemble_frames/lower/lower_-102_9454577253.jpg,-102
51,ensemble_frames/upper/upper_-102_9454577459.jpg,ensemble_frames/lower/lower_-102_9454577459.jpg,-102
52,ensemble_frames/upper/upper_-102_9454577465.jpg,ensemble_frames/lower/lower_-102_9454577465.jpg,-102
53,ensemble_frames/upper/upper_-102_9454577472.jpg,ensemble_frames/lower/lower_-102_9454577472.jpg,-102
54,ensemble_frames/upper/upper_-102_9454577830.jpg,ensemble_frames/lower/lower_-102_9454577830.jpg,-102
55,ensemble_frames/upper/upper_-102_9454591516.jpg,ensemble_frames/lower/lower_-102_9454591516.jpg,-102
56,ensemble_frames/upper/upper_-102_9454591522.jpg,ensemble_frames/lower/lower_-102_9454591522.jpg,-102
57,ensemble_frames/upper/upper_-102_9454603229.jpg,ensemble_frames/lower/lower_-102_9454603229.jpg,-102
58,ensemble_frames/upper/upper_-102_9454603782.jpg,ensemble_frames/lower/lower_-102_9454603782.jpg,-102
59,ensemble_frames/upper/upper_-102_9454603788.jpg,ensemble_frames/lower/lower_-102_9454603788.jpg,-102
60,ensemble_frames/upper/upper_-102_9454604037.jpg,ensemble_frames/lower/lower_-102_9454604037.jpg,-102
61,ensemble_frames/upper/upper_-103_9447943749.jpg,ensemble_frames/lower/lower_-103_9447943749.jpg,-103
62,ensemble_frames/upper/upper_-103_9447945690.jpg,ensemble_frames/lower/lower_-103_9447945690.jpg,-103
63,ensemble_frames/upper/upper_-103_9447945699.jpg,ensemble_frames/lower/lower_-103_9447945699.jpg,-103
64,ensemble_frames/upper/upper_-103_9447945708.jpg,ensemble_frames/lower/lower_-103_9447945708.jpg,-103
65,ensemble_frames/upper/upper_-103_9447945716.jpg,ensemble_frames/lower/lower_-103_9447945716.jpg,-103
66,ensemble_frames/upper/upper_-103_9447945725.jpg,ensemble_frames/lower/lower_-103_9447945725.jpg,-103
67,ensemble_frames/upper/upper_-103_9447945733.jpg,ensemble_frames/lower/lower_-103_9447945733.jpg,-103
68,ensemble_frames/upper/upper_-103_9447945742.jpg,ensemble_frames/lower/lower_-103_9447945742.jpg,-103
69,ensemble_frames/upper/upper_-103_9447946010.jpg,ensemble_frames/lower/lower_-103_9447946010.jpg,-103
70,ensemble_frames/upper/upper_-103_9447946384.jpg,ensemble_frames/lower/lower_-103_9447946384.jpg,-103
71,ensemble_frames/upper/upper_-103_9447955430.jpg,ensemble_frames/lower/lower_-103_9447955430.jpg,-103
72,ensemble_frames/upper/upper_-103_9447955614.jpg,ensemble_frames/lower/lower_-103_9447955614.jpg,-103
73,ensemble_frames/upper/upper_-103_9447955622.jpg,ensemble_frames/lower/lower_-103_9447955622.jpg,-103
74,ensemble_frames/upper/upper_-103_9447955630.jpg,ensemble_frames/lower/lower_-103_9447955630.jpg,-103
75,ensemble_frames/upper/upper_-103_9447963191.jpg,ensemble_frames/lower/lower_-103_9447963191.jpg,-103
76,ensemble_frames/upper/upper_-103_9447971365.jpg,ensemble_frames/lower/lower_-103_9447971365.jpg,-103
77,ensemble_frames/upper/upper_-103_9454559992.jpg,ensemble_frames/lower/lower_-103_9454559992.jpg,-103
78,ensemble_frames/upper/upper_-103_9454577287.jpg,ensemble_frames/lower/lower_-103_9454577287.jpg,-103
79,ensemble_frames/upper/upper_-103_9454577622.jpg,ensemble_frames/lower/lower_-103_9454577622.jpg,-103
80,ensemble_frames/upper/upper_-103_9454577836.jpg,ensemble_frames/lower/lower_-103_9454577836.jpg,-103
81,ensemble_frames/upper/upper_-103_9454603279.jpg,ensemble_frames/lower/lower_-103_9454603279.jpg,-103
82,ensemble_frames/upper/upper_-104_9447932433.jpg,ensemble_frames/lower/lower_-104_9447932433.jpg,-104
83,ensemble_frames/upper/upper_-104_9447932581.jpg,ensemble_frames/lower/lower_-104_9447932581.jpg,-104
84,ensemble_frames/upper/upper_-104_9447945749.jpg,ensemble_frames/lower/lower_-104_9447945749.jpg,-104
85,ensemble_frames/upper/upper_-104_9447946559.jpg,ensemble_frames/lower/lower_-104_9447946559.jpg,-104
86,ensemble_frames/upper/upper_-104_9447955604.jpg,ensemble_frames/lower/lower_-104_9447955604.jpg,-104
87,ensemble_frames/upper/upper_-104_9447962566.jpg,ensemble_frames/lower/lower_-104_9447962566.jpg,-104
88,ensemble_frames/upper/upper_-104_9447963496.jpg,ensemble_frames/lower/lower_-104_9447963496.jpg,-104
89,ensemble_frames/upper/upper_-104_9447971563.jpg,ensemble_frames/lower/lower_-104_9447971563.jpg,-104
90,ensemble_frames/upper/upper_-104_9447982430.jpg,ensemble_frames/lower/lower_-104_9447982430.jpg,-104
91,ensemble_frames/upper/upper_-104_9454561302.jpg,ensemble_frames/lower/lower_-104_9454561302.jpg,-104
92,ensemble_frames/upper/upper_-104_9454574268.jpg,ensemble_frames/lower/lower_-104_9454574268.jpg,-104
93,ensemble_frames/upper/upper_-104_9454577614.jpg,ensemble_frames/lower/lower_-104_9454577614.jpg,-104
94,ensemble_frames/upper/upper_-104_9454578300.jpg,ensemble_frames/lower/lower_-104_9454578300.jpg,-104
95,ensemble_frames/upper/upper_-104_9454591529.jpg,ensemble_frames/lower/lower_-104_9454591529.jpg,-104
96,ensemble_frames/upper/upper_-104_9454603300.jpg,ensemble_frames/lower/lower_-104_9454603300.jpg,-104
97,ensemble_frames/upper/upper_-104_9454604044.jpg,ensemble_frames/lower/lower_-104_9454604044.jpg,-104
98,ensemble_frames/upper/upper_-105_9447932255.jpg,ensemble_frames/lower/lower_-105_9447932255.jpg,-105
99,ensemble_frames/upper/upper_-105_9447932746.jpg,ensemble_frames/lower/lower_-105_9447932746.jpg,-105
100,ensemble_frames/upper/upper_-105_9447943695.jpg,ensemble_frames/lower/lower_-105_9447943695.jpg,-105
101,ensemble_frames/upper/upper_-105_9447943812.jpg,ensemble_frames/lower/lower_-105_9447943812.jpg,-105
102,ensemble_frames/upper/upper_-105_9447944039.jpg,ensemble_frames/lower/lower_-105_9447944039.jpg,-105
103,ensemble_frames/upper/upper_-105_9447946392.jpg,ensemble_frames/lower/lower_-105_9447946392.jpg,-105
104,ensemble_frames/upper/upper_-105_9447971430.jpg,ensemble_frames/lower/lower_-105_9447971430.jpg,-105
105,ensemble_frames/upper/upper_-105_9447971481.jpg,ensemble_frames/lower/lower_-105_9447971481.jpg,-105
106,ensemble_frames/upper/upper_-105_9454573213.jpg,ensemble_frames/lower/lower_-105_9454573213.jpg,-105
107,ensemble_frames/upper/upper_-105_9454573807.jpg,ensemble_frames/lower/lower_-105_9454573807.jpg,-105
108,ensemble_frames/upper/upper_-105_9454573813.jpg,ensemble_frames/lower/lower_-105_9454573813.jpg,-105
109,ensemble_frames/upper/upper_-105_9454573820.jpg,ensemble_frames/lower/lower_-105_9454573820.jpg,-105
110,ensemble_frames/upper/upper_-105_9454577325.jpg,ensemble_frames/lower/lower_-105_9454577325.jpg,-105
111,ensemble_frames/upper/upper_-105_9454577333.jpg,ensemble_frames/lower/lower_-105_9454577333.jpg,-105
112,ensemble_frames/upper/upper_-105_9454577342.jpg,ensemble_frames/lower/lower_-105_9454577342.jpg,-105
113,ensemble_frames/upper/upper_-105_9454577413.jpg,ensemble_frames/lower/lower_-105_9454577413.jpg,-105
114,ensemble_frames/upper/upper_-105_9454577419.jpg,ensemble_frames/lower/lower_-105_9454577419.jpg,-105
115,ensemble_frames/upper/upper_-105_9454577478.jpg,ensemble_frames/lower/lower_-105_9454577478.jpg,-105
116,ensemble_frames/upper/upper_-105_9454577767.jpg,ensemble_frames/lower/lower_-105_9454577767.jpg,-105
117,ensemble_frames/upper/upper_-105_9454578294.jpg,ensemble_frames/lower/lower_-105_9454578294.jpg,-105
118,ensemble_frames/upper/upper_-105_9454603776.jpg,ensemble_frames/lower/lower_-105_9454603776.jpg,-105
119,ensemble_frames/upper/upper_-106_9447932334.jpg,ensemble_frames/lower/lower_-106_9447932334.jpg,-106
120,ensemble_frames/upper/upper_-106_9447932565.jpg,ensemble_frames/lower/lower_-106_9447932565.jpg,-106
121,ensemble_frames/upper/upper_-106_9447932684.jpg,ensemble_frames/lower/lower_-106_9447932684.jpg,-106
122,ensemble_frames/upper/upper_-106_9447943702.jpg,ensemble_frames/lower/lower_-106_9447943702.jpg,-106
123,ensemble_frames/upper/upper_-106_9447943711.jpg,ensemble_frames/lower/lower_-106_9447943711.jpg,-106
124,ensemble_frames/upper/upper_-106_9447943719.jpg,ensemble_frames/lower/lower_-106_9447943719.jpg,-106
125,ensemble_frames/upper/upper_-106_9447962574.jpg,ensemble_frames/lower/lower_-106_9447962574.jpg,-106
126,ensemble_frames/upper/upper_-106_9447963100.jpg,ensemble_frames/lower/lower_-106_9447963100.jpg,-106
127,ensemble_frames/upper/upper_-106_9447963143.jpg,ensemble_frames/lower/lower_-106_9447963143.jpg,-106
128,ensemble_frames/upper/upper_-106_9447963438.jpg,ensemble_frames/lower/lower_-106_9447963438.jpg,-106
129,ensemble_frames/upper/upper_-106_9454559999.jpg,ensemble_frames/lower/lower_-106_9454559999.jpg,-106
130,ensemble_frames/upper/upper_-106_9454561296.jpg,ensemble_frames/lower/lower_-106_9454561296.jpg,-106
131,ensemble_frames/upper/upper_-106_9454573827.jpg,ensemble_frames/lower/lower_-106_9454573827.jpg,-106
132,ensemble_frames/upper/upper_-106_9454577293.jpg,ensemble_frames/lower/lower_-106_9454577293.jpg,-106
133,ensemble_frames/upper/upper_-106_9454577300.jpg,ensemble_frames/lower/lower_-106_9454577300.jpg,-106
134,ensemble_frames/upper/upper_-106_9454577307.jpg,ensemble_frames/lower/lower_-106_9454577307.jpg,-106
135,ensemble_frames/upper/upper_-106_9454577313.jpg,ensemble_frames/lower/lower_-106_9454577313.jpg,-106
136,ensemble_frames/upper/upper_-106_9454577319.jpg,ensemble_frames/lower/lower_-106_9454577319.jpg,-106
137,ensemble_frames/upper/upper_-106_9454577663.jpg,ensemble_frames/lower/lower_-106_9454577663.jpg,-106
138,ensemble_frames/upper/upper_-106_9454603426.jpg,ensemble_frames/lower/lower_-106_9454603426.jpg,-106
139,ensemble_frames/upper/upper_-106_9454603794.jpg,ensemble_frames/lower/lower_-106_9454603794.jpg,-106
140,ensemble_frames/upper/upper_-106_9454604144.jpg,ensemble_frames/lower/lower_-106_9454604144.jpg,-106
141,ensemble_frames/upper/upper_-107_9447943729.jpg,ensemble_frames/lower/lower_-107_9447943729.jpg,-107
142,ensemble_frames/upper/upper_-107_9447943740.jpg,ensemble_frames/lower/lower_-107_9447943740.jpg,-107
143,ensemble_frames/upper/upper_-107_9447946017.jpg,ensemble_frames/lower/lower_-107_9447946017.jpg,-107
144,ensemble_frames/upper/upper_-107_9447946117.jpg,ensemble_frames/lower/lower_-107_9447946117.jpg,-107
145,ensemble_frames/upper/upper_-107_9447946127.jpg,ensemble_frames/lower/lower_-107_9447946127.jpg,-107
146,ensemble_frames/upper/upper_-107_9447955437.jpg,ensemble_frames/lower/lower_-107_9447955437.jpg,-107
147,ensemble_frames/upper/upper_-107_9447955596.jpg,ensemble_frames/lower/lower_-107_9447955596.jpg,-107
148,ensemble_frames/upper/upper_-107_9447971374.jpg,ensemble_frames/lower/lower_-107_9447971374.jpg,-107
149,ensemble_frames/upper/upper_-107_9447971613.jpg,ensemble_frames/lower/lower_-107_9447971613.jpg,-107
150,ensemble_frames/upper/upper_-107_9447982494.jpg,ensemble_frames/lower/lower_-107_9447982494.jpg,-107
151,ensemble_frames/upper/upper_-107_9447982515.jpg,ensemble_frames/lower/lower_-107_9447982515.jpg,-107
152,ensemble_frames/upper/upper_-107_9447982698.jpg,ensemble_frames/lower/lower_-107_9447982698.jpg,-107
153,ensemble_frames/upper/upper_-107_9454573138.jpg,ensemble_frames/lower/lower_-107_9454573138.jpg,-107
154,ensemble_frames/upper/upper_-107_9454577484.jpg,ensemble_frames/lower/lower_-107_9454577484.jpg,-107
155,ensemble_frames/upper/upper_-107_9454577491.jpg,ensemble_frames/lower/lower_-107_9454577491.jpg,-107
156,ensemble_frames/upper/upper_-107_9454577497.jpg,ensemble_frames/lower/lower_-107_9454577497.jpg,-107
157,ensemble_frames/upper/upper_-107_9454577503.jpg,ensemble_frames/lower/lower_-107_9454577503.jpg,-107
158,ensemble_frames/upper/upper_-107_9454577509.jpg,ensemble_frames/lower/lower_-107_9454577509.jpg,-107
159,ensemble_frames/upper/upper_-107_9454577607.jpg,ensemble_frames/lower/lower_-107_9454577607.jpg,-107
160,ensemble_frames/upper/upper_-107_9454604050.jpg,ensemble_frames/lower/lower_-107_9454604050.jpg,-107
161,ensemble_frames/upper/upper_-108_9447932247.jpg,ensemble_frames/lower/lower_-108_9447932247.jpg,-108
162,ensemble_frames/upper/upper_-108_9447932469.jpg,ensemble_frames/lower/lower_-108_9447932469.jpg,-108
163,ensemble_frames/upper/upper_-108_9447933206.jpg,ensemble_frames/lower/lower_-108_9447933206.jpg,-108
164,ensemble_frames/upper/upper_-108_9447946109.jpg,ensemble_frames/lower/lower_-108_9447946109.jpg,-108
165,ensemble_frames/upper/upper_-108_9447946244.jpg,ensemble_frames/lower/lower_-108_9447946244.jpg,-108
166,ensemble_frames/upper/upper_-108_9447955588.jpg,ensemble_frames/lower/lower_-108_9447955588.jpg,-108
167,ensemble_frames/upper/upper_-108_9447971797.jpg,ensemble_frames/lower/lower_-108_9447971797.jpg,-108
168,ensemble_frames/upper/upper_-108_9454573131.jpg,ensemble_frames/lower/lower_-108_9454573131.jpg,-108
169,ensemble_frames/upper/upper_-108_9454573220.jpg,ensemble_frames/lower/lower_-108_9454573220.jpg,-108
170,ensemble_frames/upper/upper_-108_9454573834.jpg,ensemble_frames/lower/lower_-108_9454573834.jpg,-108
171,ensemble_frames/upper/upper_-108_9454577669.jpg,ensemble_frames/lower/lower_-108_9454577669.jpg,-108
172,ensemble_frames/upper/upper_-108_9454577842.jpg,ensemble_frames/lower/lower_-108_9454577842.jpg,-108
173,ensemble_frames/upper/upper_-108_9454603238.jpg,ensemble_frames/lower/lower_-108_9454603238.jpg,-108
174,ensemble_frames/upper/upper_-108_9454604056.jpg,ensemble_frames/lower/lower_-108_9454604056.jpg,-108
175,ensemble_frames/upper/upper_-108_9454604062.jpg,ensemble_frames/lower/lower_-108_9454604062.jpg,-108
176,ensemble_frames/upper/upper_-108_9454604069.jpg,ensemble_frames/lower/lower_-108_9454604069.jpg,-108
177,ensemble_frames/upper/upper_-108_9454604075.jpg,ensemble_frames/lower/lower_-108_9454604075.jpg,-108
178,ensemble_frames/upper/upper_-109_9447932754.jpg,ensemble_frames/lower/lower_-109_9447932754.jpg,-109
179,ensemble_frames/upper/upper_-109_9447945833.jpg,ensemble_frames/lower/lower_-109_9447945833.jpg,-109
180,ensemble_frames/upper/upper_-109_9447946401.jpg,ensemble_frames/lower/lower_-109_9447946401.jpg,-109
181,ensemble_frames/upper/upper_-109_9454560005.jpg,ensemble_frames/lower/lower_-109_9454560005.jpg,-109
182,ensemble_frames/upper/upper_-109_9454573620.jpg,ensemble_frames/lower/lower_-109_9454573620.jpg,-109
183,ensemble_frames/upper/upper_-109_9454573800.jpg,ensemble_frames/lower/lower_-109_9454573800.jpg,-109
184,ensemble_frames/upper/upper_-109_9454574255.jpg,ensemble_frames/lower/lower_-109_9454574255.jpg,-109
185,ensemble_frames/upper/upper_-109_9454574261.jpg,ensemble_frames/lower/lower_-109_9454574261.jpg,-109
186,ensemble_frames/upper/upper_-109_9454577404.jpg,ensemble_frames/lower/lower_-109_9454577404.jpg,-109
187,ensemble_frames/upper/upper_-109_9454577977.jpg,ensemble_frames/lower/lower_-109_9454577977.jpg,-109
188,ensemble_frames/upper/upper_-109_9454577983.jpg,ensemble_frames/lower/lower_-109_9454577983.jpg,-109
189,ensemble_frames/upper/upper_-109_9454577990.jpg,ensemble_frames/lower/lower_-109_9454577990.jpg,-109
190,ensemble_frames/upper/upper_-109_9454578288.jpg,ensemble_frames/lower/lower_-109_9454578288.jpg,-109
191,ensemble_frames/upper/upper_-109_9454603770.jpg,ensemble_frames/lower/lower_-109_9454603770.jpg,-109
192,ensemble_frames/upper/upper_-10_9447922296.jpg,ensemble_frames/lower/lower_-10_9447922296.jpg,-10
193,ensemble_frames/upper/upper_-10_9447922348.jpg,ensemble_frames/lower/lower_-10_9447922348.jpg,-10
194,ensemble_frames/upper/upper_-10_9447923562.jpg,ensemble_frames/lower/lower_-10_9447923562.jpg,-10
195,ensemble_frames/upper/upper_-10_9447924271.jpg,ensemble_frames/lower/lower_-10_9447924271.jpg,-10
196,ensemble_frames/upper/upper_-10_9447924326.jpg,ensemble_frames/lower/lower_-10_9447924326.jpg,-10
197,ensemble_frames/upper/upper_-10_9447924542.jpg,ensemble_frames/lower/lower_-10_9447924542.jpg,-10
198,ensemble_frames/upper/upper_-10_9447925172.jpg,ensemble_frames/lower/lower_-10_9447925172.jpg,-10
199,ensemble_frames/upper/upper_-10_9447926185.jpg,ensemble_frames/lower/lower_-10_9447926185.jpg,-10
200,ensemble_frames/upper/upper_-10_9447926470.jpg,ensemble_frames/lower/lower_-10_9447926470.jpg,-10
201,ensemble_frames/upper/upper_-10_9447926897.jpg,ensemble_frames/lower/lower_-10_9447926897.jpg,-10
202,ensemble_frames/upper/upper_-10_9447926905.jpg,ensemble_frames/lower/lower_-10_9447926905.jpg,-10
203,ensemble_frames/upper/upper_-10_9447926912.jpg,ensemble_frames/lower/lower_-10_9447926912.jpg,-10
204,ensemble_frames/upper/upper_-10_9447929463.jpg,ensemble_frames/lower/lower_-10_9447929463.jpg,-10
205,ensemble_frames/upper/upper_-10_9447929471.jpg,ensemble_frames/lower/lower_-10_9447929471.jpg,-10
206,ensemble_frames/upper/upper_-10_9447929480.jpg,ensemble_frames/lower/lower_-10_9447929480.jpg,-10
207,ensemble_frames/upper/upper_-10_9447929488.jpg,ensemble_frames/lower/lower_-10_9447929488.jpg,-10
208,ensemble_frames/upper/upper_-10_9447929497.jpg,ensemble_frames/lower/lower_-10_9447929497.jpg,-10
209,ensemble_frames/upper/upper_-10_9447929505.jpg,ensemble_frames/lower/lower_-10_9447929505.jpg,-10
210,ensemble_frames/upper/upper_-10_9447931522.jpg,ensemble_frames/lower/lower_-10_9447931522.jpg,-10
211,ensemble_frames/upper/upper_-10_9447934471.jpg,ensemble_frames/lower/lower_-10_9447934471.jpg,-10
212,ensemble_frames/upper/upper_-10_9447934520.jpg,ensemble_frames/lower/lower_-10_9447934520.jpg,-10
213,ensemble_frames/upper/upper_-10_9447934528.jpg,ensemble_frames/lower/lower_-10_9447934528.jpg,-10
214,ensemble_frames/upper/upper_-10_9447934536.jpg,ensemble_frames/lower/lower_-10_9447934536.jpg,-10
215,ensemble_frames/upper/upper_-10_9447934869.jpg,ensemble_frames/lower/lower_-10_9447934869.jpg,-10
216,ensemble_frames/upper/upper_-10_9447934877.jpg,ensemble_frames/lower/lower_-10_9447934877.jpg,-10
217,ensemble_frames/upper/upper_-10_9447937721.jpg,ensemble_frames/lower/lower_-10_9447937721.jpg,-10
218,ensemble_frames/upper/upper_-10_9447940071.jpg,ensemble_frames/lower/lower_-10_9447940071.jpg,-10
219,ensemble_frames/upper/upper_-10_9447940156.jpg,ensemble_frames/lower/lower_-10_9447940156.jpg,-10
220,ensemble_frames/upper/upper_-10_9447940352.jpg,ensemble_frames/lower/lower_-10_9447940352.jpg,-10
221,ensemble_frames/upper/upper_-10_9447940359.jpg,ensemble_frames/lower/lower_-10_9447940359.jpg,-10
222,ensemble_frames/upper/upper_-10_9447940676.jpg,ensemble_frames/lower/lower_-10_9447940676.jpg,-10
223,ensemble_frames/upper/upper_-10_9447942074.jpg,ensemble_frames/lower/lower_-10_9447942074.jpg,-10
224,ensemble_frames/upper/upper_-10_9447942935.jpg,ensemble_frames/lower/lower_-10_9447942935.jpg,-10
225,ensemble_frames/upper/upper_-10_9447943286.jpg,ensemble_frames/lower/lower_-10_9447943286.jpg,-10
226,ensemble_frames/upper/upper_-10_9447943311.jpg,ensemble_frames/lower/lower_-10_9447943311.jpg,-10
227,ensemble_frames/upper/upper_-10_9447944540.jpg,ensemble_frames/lower/lower_-10_9447944540.jpg,-10
228,ensemble_frames/upper/upper_-10_9447949081.jpg,ensemble_frames/lower/lower_-10_9447949081.jpg,-10
229,ensemble_frames/upper/upper_-10_9447951323.jpg,ensemble_frames/lower/lower_-10_9447951323.jpg,-10
230,ensemble_frames/upper/upper_-10_9447951538.jpg,ensemble_frames/lower/lower_-10_9447951538.jpg,-10
231,ensemble_frames/upper/upper_-10_9447952644.jpg,ensemble_frames/lower/lower_-10_9447952644.jpg,-10
232,ensemble_frames/upper/upper_-10_9447952653.jpg,ensemble_frames/lower/lower_-10_9447952653.jpg,-10
233,ensemble_frames/upper/upper_-10_9447953142.jpg,ensemble_frames/lower/lower_-10_9447953142.jpg,-10
234,ensemble_frames/upper/upper_-10_9447953472.jpg,ensemble_frames/lower/lower_-10_9447953472.jpg,-10
235,ensemble_frames/upper/upper_-10_9447956052.jpg,ensemble_frames/lower/lower_-10_9447956052.jpg,-10
236,ensemble_frames/upper/upper_-10_9447958349.jpg,ensemble_frames/lower/lower_-10_9447958349.jpg,-10
237,ensemble_frames/upper/upper_-10_9447958358.jpg,ensemble_frames/lower/lower_-10_9447958358.jpg,-10
238,ensemble_frames/upper/upper_-10_9447958365.jpg,ensemble_frames/lower/lower_-10_9447958365.jpg,-10
239,ensemble_frames/upper/upper_-10_9447958372.jpg,ensemble_frames/lower/lower_-10_9447958372.jpg,-10
240,ensemble_frames/upper/upper_-10_9447958380.jpg,ensemble_frames/lower/lower_-10_9447958380.jpg,-10
241,ensemble_frames/upper/upper_-10_9447958387.jpg,ensemble_frames/lower/lower_-10_9447958387.jpg,-10
242,ensemble_frames/upper/upper_-10_9447958394.jpg,ensemble_frames/lower/lower_-10_9447958394.jpg,-10
243,ensemble_frames/upper/upper_-10_9447958403.jpg,ensemble_frames/lower/lower_-10_9447958403.jpg,-10
244,ensemble_frames/upper/upper_-10_9447958412.jpg,ensemble_frames/lower/lower_-10_9447958412.jpg,-10
