,upper,lower,steer
73,ensemble_frames/upper/upper_31_9447921297.jpg,ensemble_frames/lower/lower_31_9447921297.jpg,31
74,ensemble_frames/upper/upper_31_9447921303.jpg,ensemble_frames/lower/lower_31_9447921303.jpg,31
75,ensemble_frames/upper/upper_31_9447921310.jpg,ensemble_frames/lower/lower_31_9447921310.jpg,31
76,ensemble_frames/upper/upper_31_9447921317.jpg,ensemble_frames/lower/lower_31_9447921317.jpg,31
77,ensemble_frames/upper/upper_31_9447921325.jpg,ensemble_frames/lower/lower_31_9447921325.jpg,31
78,ensemble_frames/upper/upper_31_9447921333.jpg,ensemble_frames/lower/lower_31_9447921333.jpg,31
79,ensemble_frames/upper/upper_31_9447921339.jpg,ensemble_frames/lower/lower_31_9447921339.jpg,31
80,ensemble_frames/upper/upper_31_9447921346.jpg,ensemble_frames/lower/lower_31_9447921346.jpg,31
81,ensemble_frames/upper/upper_31_9447921352.jpg,ensemble_frames/lower/lower_31_9447921352.jpg,31
82,ensemble_frames/upper/upper_31_9447921358.jpg,ensemble_frames/lower/lower_31_9447921358.jpg,31
83,ensemble_frames/upper/upper_31_9447921365.jpg,ensemble_frames/lower/lower_31_9447921365.jpg,31
84,ensemble_frames/upper/upper_31_9447921371.jpg,ensemble_frames/lower/lower_31_9447921371.jpg,31
85,ensemble_frames/upper/upper_31_9447921378.jpg,ensemble_frames/lower/lower_31_9447921378.jpg,31
86,ensemble_frames/upper/upper_31_9447921385.jpg,ensemble_frames/lower/lower_31_9447921385.jpg,31
87,ensemble_frames/upper/upper_31_9447921392.jpg,ensemble_frames/lower/lower_31_9447921392.jpg,31
88,ensemble_frames/upper/upper_31_9447921398.jpg,ensemble_frames/lower/lower_31_9447921398.jpg,31
89,ensemble_frames/upper/upper_31_9447921405.jpg,ensemble_frames/lower/lower_31_9447921405.jpg,31
90,ensemble_frames/upper/upper_31_9447921412.jpg,ensemble_frames/lower/lower_31_9447921412.jpg,31
91,ensemble_frames/upper/upper_31_9447921418.jpg,ensemble_frames/lower/lower_31_9447921418.jpg,31
92,ensemble_frames/upper/upper_31_9447921427.jpg,ensemble_frames/lower/lower_31_9447921427.jpg,31
93,ensemble_frames/upper/upper_31_9447921435.jpg,ensemble_frames/lower/lower_31_9447921435.jpg,31
94,ensemble_frames/upper/upper_31_9447921443.jpg,ensemble_frames/lower/lower_31_9447921443.jpg,31
95,ensemble_frames/upper/upper_31_9447921450.jpg,ensemble_frames/lower/lower_31_9447921450.jpg,31
96,ensemble_frames/upper/upper_31_9447921458.jpg,ensemble_frames/lower/lower_31_9447921458.jpg,31
97,ensemble_frames/upper/upper_31_9447921466.jpg,ensemble_frames/lower/lower_31_9447921466.jpg,31
98,ensemble_frames/upper/upper_31_9447921474.jpg,ensemble_frames/lower/lower_31_9447921474.jpg,31
99,ensemble_frames/upper/upper_31_9447921483.jpg,ensemble_frames/lower/lower_31_9447921483.jpg,31
100,ensemble_frames/upper/upper_31_9447921493.jpg,ensemble_frames/lower/lower_31_9447921493.jpg,31
101,ensemble_frames/upper/upper_31_9447921500.jpg,ensemble_frames/lower/lower_31_9447921500.jpg,31
102,ensemble_frames/upper/upper_31_9447921507.jpg,ensemble_frames/lower/lower_31_9447921507.jpg,31
103,ensemble_frames/upper/upper_31_9447921514.jpg,ensemble_frames/lower/lower_31_9447921514.jpg,31
104,ensemble_frames/upper/upper_31_9447921523.jpg,ensemble_frames/lower/lower_31_9447921523.jpg,31
105,ensemble_frames/upper/upper_31_9447921532.jpg,ensemble_frames/lower/lower_31_9447921532.jpg,31
106,ensemble_frames/upper/upper_31_9447921540.jpg,ensemble_frames/lower/lower_31_9447921540.jpg,31
107,ensemble_frames/upper/upper_31_9447921548.jpg,ensemble_frames/lower/lower_31_9447921548.jpg,31
108,ensemble_frames/upper/upper_31_9447921556.jpg,ensemble_frames/lower/lower_31_9447921556.jpg,31
109,ensemble_frames/upper/upper_31_9447921566.jpg,ensemble_frames/lower/lower_31_9447921566.jpg,31
110,ensemble_frames/upper/upper_31_9447921578.jpg,ensemble_frames/lower/lower_31_9447921578.jpg,31
111,ensemble_frames/upper/upper_30_9447921586.jpg,ensemble_frames/lower/lower_30_9447921586.jpg,30
112,ensemble_frames/upper/upper_27_9447921594.jpg,ensemble_frames/lower/lower_27_9447921594.jpg,27
113,ensemble_frames/upper/upper_27_9447921601.jpg,ensemble_frames/lower/lower_27_9447921601.jpg,27
114,ensemble_frames/upper/upper_27_9447921608.jpg,ensemble_frames/lower/lower_27_9447921608.jpg,27
115,ensemble_frames/upper/upper_27_9447921617.jpg,ensemble_frames/lower/lower_27_9447921617.jpg,27
116,ensemble_frames/upper/upper_27_9447921624.jpg,ensemble_frames/lower/lower_27_9447921624.jpg,27
117,ensemble_frames/upper/upper_27_9447921633.jpg,ensemble_frames/lower/lower_27_9447921633.jpg,27
118,ensemble_frames/upper/upper_27_9447921640.jpg,ensemble_frames/lower/lower_27_9447921640.jpg,27
119,ensemble_frames/upper/upper_20_9447921649.jpg,ensemble_frames/lower/lower_20_9447921649.jpg,20
120,ensemble_frames/upper/upper_19_9447921656.jpg,ensemble_frames/lower/lower_19_9447921656.jpg,19
121,ensemble_frames/upper/upper_18_9447921666.jpg,ensemble_frames/lower/lower_18_9447921666.jpg,18
122,ensemble_frames/upper/upper_17_9447921676.jpg,ensemble_frames/lower/lower_17_9447921676.jpg,17
123,ensemble_frames/upper/upper_15_9447921683.jpg,ensemble_frames/lower/lower_15_9447921683.jpg,15
124,ensemble_frames/upper/upper_12_9447921690.jpg,ensemble_frames/lower/lower_12_9447921690.jpg,12
125,ensemble_frames/upper/upper_9_9447921697.jpg,ensemble_frames/lower/lower_9_9447921697.jpg,9
126,ensemble_frames/upper/upper_5_9447921704.jpg,ensemble_frames/lower/lower_5_9447921704.jpg,5
127,ensemble_frames/upper/upper_1_9447921710.jpg,ensemble_frames/lower/lower_1_9447921710.jpg,1
128,ensemble_frames/upper/upper_-4_9447921717.jpg,ensemble_frames/lower/lower_-4_9447921717.jpg,-4
129,ensemble_frames/upper/upper_-6_9447921723.jpg,ensemble_frames/lower/lower_-6_9447921723.jpg,-6
130,ensemble_frames/upper/upper_-11_9447921731.jpg,ensemble_frames/lower/lower_-11_9447921731.jpg,-11
131,ensemble_frames/upper/upper_-14_9447921738.jpg,ensemble_frames/lower/lower_-14_9447921738.jpg,-14
132,ensemble_frames/upper/upper_-20_9447921745.jpg,ensemble_frames/lower/lower_-20_9447921745.jpg,-20
133,ensemble_frames/upper/upper_-24_9447921752.jpg,ensemble_frames/lower/lower_-24_9447921752.jpg,-24
134,ensemble_frames/upper/upper_-24_9447921758.jpg,ensemble_frames/lower/lower_-24_9447921758.jpg,-24
135,ensemble_frames/upper/upper_-25_9447921765.jpg,ensemble_frames/lower/lower_-25_9447921765.jpg,-25
136,ensemble_frames/upper/upper_-29_9447921771.jpg,ensemble_frames/lower/lower_-29_9447921771.jpg,-29
137,ensemble_frames/upper/upper_-34_9447921778.jpg,ensemble_frames/lower/lower_-34_9447921778.jpg,-34
138,ensemble_frames/upper/upper_-36_9447921785.jpg,ensemble_frames/lower/lower_-36_9447921785.jpg,-36
139,ensemble_frames/upper/upper_-39_9447921791.jpg,ensemble_frames/lower/lower_-39_9447921791.jpg,-39
140,ensemble_frames/upper/upper_-40_9447921799.jpg,ensemble_frames/lower/lower_-40_9447921799.jpg,-40
141,ensemble_frames/upper/upper_-42_9447921809.jpg,ensemble_frames/lower/lower_-42_9447921809.jpg,-42
142,ensemble_frames/upper/upper_-42_9447921816.jpg,ensemble_frames/lower/lower_-42_9447921816.jpg,-42
143,ensemble_frames/upper/upper_-42_9447921824.jpg,ensemble_frames/lower/lower_-42_9447921824.jpg,-42
144,ensemble_frames/upper/upper_-42_9447921830.jpg,ensemble_frames/lower/lower_-42_9447921830.jpg,-42
145,ensemble_frames/upper/upper_-47_9447921839.jpg,ensemble_frames/lower/lower_-47_9447921839.jpg,-47
146,ensemble_frames/upper/upper_-49_9447921850.jpg,ensemble_frames/lower/lower_-49_9447921850.jpg,-49
147,ensemble_frames/upper/upper_-53_9447921857.jpg,ensemble_frames/lower/lower_-53_9447921857.jpg,-53
148,ensemble_frames/upper/upper_-54_9447921865.jpg,ensemble_frames/lower/lower_-54_9447921865.jpg,-54
149,ensemble_frames/upper/upper_-55_9447921871.jpg,ensemble_frames/lower/lower_-55_9447921871.jpg,-55
150,ensemble_frames/upper/upper_-56_9447921879.jpg,ensemble_frames/lower/lower_-56_9447921879.jpg,-56
151,ensemble_frames/upper/upper_-56_9447921887.jpg,ensemble_frames/lower/lower_-56_9447921887.jpg,-56
152,ensemble_frames/upper/upper_-49_9447921896.jpg,ensemble_frames/lower/lower_-49_9447921896.jpg,-49
153,ensemble_frames/upper/upper_-39_9447921905.jpg,ensemble_frames/lower/lower_-39_9447921905.jpg,-39
154,ensemble_frames/upper/upper_-27_9447921913.jpg,ensemble_frames/lower/lower_-27_9447921913.jpg,-27
155,ensemble_frames/upper/upper_-21_9447921920.jpg,ensemble_frames/lower/lower_-21_9447921920.jpg,-21
156,ensemble_frames/upper/upper_-9_9447921929.jpg,ensemble_frames/lower/lower_-9_9447921929.jpg,-9
157,ensemble_frames/upper/upper_-5_9447921939.jpg,ensemble_frames/lower/lower_-5_9447921939.jpg,-5
158,ensemble_frames/upper/upper_2_9447921947.jpg,ensemble_frames/lower/lower_2_9447921947.jpg,2
159,ensemble_frames/upper/upper_3_9447921955.jpg,ensemble_frames/lower/lower_3_9447921955.jpg,3
160,ensemble_frames/upper/upper_3_9447921964.jpg,ensemble_frames/lower/lower_3_9447921964.jpg,3
161,ensemble_frames/upper/upper_-7_9447921971.jpg,ensemble_frames/lower/lower_-7_9447921971.jpg,-7
162,ensemble_frames/upper/upper_-13_9447921982.jpg,ensemble_frames/lower/lower_-13_9447921982.jpg,-13
163,ensemble_frames/upper/upper_-19_9447921990.jpg,ensemble_frames/lower/lower_-19_9447921990.jpg,-19
164,ensemble_frames/upper/upper_-20_9447921999.jpg,ensemble_frames/lower/lower_-20_9447921999.jpg,-20
165,ensemble_frames/upper/upper_-24_9447922007.jpg,ensemble_frames/lower/lower_-24_9447922007.jpg,-24
166,ensemble_frames/upper/upper_-25_9447922014.jpg,ensemble_frames/lower/lower_-25_9447922014.jpg,-25
167,ensemble_frames/upper/upper_-25_9447922022.jpg,ensemble_frames/lower/lower_-25_9447922022.jpg,-25
168,ensemble_frames/upper/upper_-27_9447922029.jpg,ensemble_frames/lower/lower_-27_9447922029.jpg,-27
169,ensemble_frames/upper/upper_-31_9447922036.jpg,ensemble_frames/lower/lower_-31_9447922036.jpg,-31
170,ensemble_frames/upper/upper_-34_9447922042.jpg,ensemble_frames/lower/lower_-34_9447922042.jpg,-34
171,ensemble_frames/upper/upper_-37_9447922049.jpg,ensemble_frames/lower/lower_-37_9447922049.jpg,-37
172,ensemble_frames/upper/upper_-37_9447922056.jpg,ensemble_frames/lower/lower_-37_9447922056.jpg,-37
173,ensemble_frames/upper/upper_-37_9447922063.jpg,ensemble_frames/lower/lower_-37_9447922063.jpg,-37
174,ensemble_frames/upper/upper_-39_9447922069.jpg,ensemble_frames/lower/lower_-39_9447922069.jpg,-39
175,ensemble_frames/upper/upper_-44_9447922077.jpg,ensemble_frames/lower/lower_-44_9447922077.jpg,-44
176,ensemble_frames/upper/upper_-48_9447922084.jpg,ensemble_frames/lower/lower_-48_9447922084.jpg,-48
177,ensemble_frames/upper/upper_-48_9447922091.jpg,ensemble_frames/lower/lower_-48_9447922091.jpg,-48
178,ensemble_frames/upper/upper_-48_9447922097.jpg,ensemble_frames/lower/lower_-48_9447922097.jpg,-48
179,ensemble_frames/upper/upper_-48_9447922105.jpg,ensemble_frames/lower/lower_-48_9447922105.jpg,-48
180,ensemble_frames/upper/upper_-48_9447922112.jpg,ensemble_frames/lower/lower_-48_9447922112.jpg,-48
181,ensemble_frames/upper/upper_-48_9447922119.jpg,ensemble_frames/lower/lower_-48_9447922119.jpg,-48
182,ensemble_frames/upper/upper_-48_9447922126.jpg,ensemble_frames/lower/lower_-48_9447922126.jpg,-48
183,ensemble_frames/upper/upper_-44_9447922135.jpg,ensemble_frames/lower/lower_-44_9447922135.jpg,-44
184,ensemble_frames/upper/upper_-39_9447922143.jpg,ensemble_frames/lower/lower_-39_9447922143.jpg,-39
185,ensemble_frames/upper/upper_-36_9447922152.jpg,ensemble_frames/lower/lower_-36_9447922152.jpg,-36
186,ensemble_frames/upper/upper_-31_9447922160.jpg,ensemble_frames/lower/lower_-31_9447922160.jpg,-31
187,ensemble_frames/upper/upper_-27_9447922167.jpg,ensemble_frames/lower/lower_-27_9447922167.jpg,-27
188,ensemble_frames/upper/upper_-24_9447922175.jpg,ensemble_frames/lower/lower_-24_9447922175.jpg,-24
189,ensemble_frames/upper/upper_-21_9447922182.jpg,ensemble_frames/lower/lower_-21_9447922182.jpg,-21
190,ensemble_frames/upper/upper_-18_9447922189.jpg,ensemble_frames/lower/lower_-18_9447922189.jpg,-18
191,ensemble_frames/upper/upper_-12_9447922198.jpg,ensemble_frames/lower/lower_-12_9447922198.jpg,-12
192,ensemble_frames/upper/upper_-8_9447922207.jpg,ensemble_frames/lower/lower_-8_9447922207.jpg,-8
193,ensemble_frames/upper/upper_-6_9447922215.jpg,ensemble_frames/lower/lower_-6_9447922215.jpg,-6
194,ensemble_frames/upper/upper_-5_9447922223.jpg,ensemble_frames/lower/lower_-5_9447922223.jpg,-5
195,ensemble_frames/upper/upper_-1_9447922233.jpg,ensemble_frames/lower/lower_-1_9447922233.jpg,-1
196,ensemble_frames/upper/upper_4_9447922243.jpg,ensemble_frames/lower/lower_4_9447922243.jpg,4
197,ensemble_frames/upper/upper_8_9447922253.jpg,ensemble_frames/lower/lower_8_9447922253.jpg,8
198,ensemble_frames/upper/upper_10_9447922261.jpg,ensemble_frames/lower/lower_10_9447922261.jpg,10
199,ensemble_frames/upper/upper_10_9447922268.jpg,ensemble_frames/lower/lower_10_9447922268.jpg,10
200,ensemble_frames/upper/upper_10_9447922274.jpg,ensemble_frames/lower/lower_10_9447922274.jpg,10
201,ensemble_frames/upper/upper_3_9447922282.jpg,ensemble_frames/lower/lower_3_9447922282.jpg,3
202,ensemble_frames/upper/upper_-8_9447922288.jpg,ensemble_frames/lower/lower_-8_9447922288.jpg,-8
203,ensemble_frames/upper/upper_-10_9447922296.jpg,ensemble_frames/lower/lower_-10_9447922296.jpg,-10
204,ensemble_frames/upper/upper_-14_9447922302.jpg,ensemble_frames/lower/lower_-14_9447922302.jpg,-14
205,ensemble_frames/upper/upper_-18_9447922309.jpg,ensemble_frames/lower/lower_-18_9447922309.jpg,-18
206,ensemble_frames/upper/upper_-18_9447922316.jpg,ensemble_frames/lower/lower_-18_9447922316.jpg,-18
207,ensemble_frames/upper/upper_-18_9447922323.jpg,ensemble_frames/lower/lower_-18_9447922323.jpg,-18
208,ensemble_frames/upper/upper_-18_9447922331.jpg,ensemble_frames/lower/lower_-18_9447922331.jpg,-18
209,ensemble_frames/upper/upper_-15_9447922340.jpg,ensemble_frames/lower/lower_-15_9447922340.jpg,-15
210,ensemble_frames/upper/upper_-10_9447922348.jpg,ensemble_frames/lower/lower_-10_9447922348.jpg,-10
211,ensemble_frames/upper/upper_-5_9447922355.jpg,ensemble_frames/lower/lower_-5_9447922355.jpg,-5
212,ensemble_frames/upper/upper_3_9447922362.jpg,ensemble_frames/lower/lower_3_9447922362.jpg,3
213,ensemble_frames/upper/upper_7_9447922368.jpg,ensemble_frames/lower/lower_7_9447922368.jpg,7
214,ensemble_frames/upper/upper_9_9447922374.jpg,ensemble_frames/lower/lower_9_9447922374.jpg,9
215,ensemble_frames/upper/upper_10_9447922381.jpg,ensemble_frames/lower/lower_10_9447922381.jpg,10
216,ensemble_frames/upper/upper_13_9447922387.jpg,ensemble_frames/lower/lower_13_9447922387.jpg,13
217,ensemble_frames/upper/upper_17_9447922394.jpg,ensemble_frames/lower/lower_17_9447922394.jpg,17
218,ensemble_frames/upper/upper_28_9447922400.jpg,ensemble_frames/lower/lower_28_9447922400.jpg,28
219,ensemble_frames/upper/upper_32_9447922409.jpg,ensemble_frames/lower/lower_32_9447922409.jpg,32
220,ensemble_frames/upper/upper_37_9447922419.jpg,ensemble_frames/lower/lower_37_9447922419.jpg,37
221,ensemble_frames/upper/upper_43_9447922428.jpg,ensemble_frames/lower/lower_43_9447922428.jpg,43
222,ensemble_frames/upper/upper_46_9447922435.jpg,ensemble_frames/lower/lower_46_9447922435.jpg,46
223,ensemble_frames/upper/upper_48_9447922444.jpg,ensemble_frames/lower/lower_48_9447922444.jpg,48
224,ensemble_frames/upper/upper_48_9447922451.jpg,ensemble_frames/lower/lower_48_9447922451.jpg,48
225,ensemble_frames/upper/upper_48_9447922459.jpg,ensemble_frames/lower/lower_48_9447922459.jpg,48
226,ensemble_frames/upper/upper_48_9447922466.jpg,ensemble_frames/lower/lower_48_9447922466.jpg,48
227,ensemble_frames/upper/upper_47_9447922473.jpg,ensemble_frames/lower/lower_47_9447922473.jpg,47
228,ensemble_frames/upper/upper_47_9447922482.jpg,ensemble_frames/lower/lower_47_9447922482.jpg,47
229,ensemble_frames/upper/upper_47_9447922489.jpg,ensemble_frames/lower/lower_47_9447922489.jpg,47
230,ensemble_frames/upper/upper_47_9447922500.jpg,ensemble_frames/lower/lower_47_9447922500.jpg,47
231,ensemble_frames/upper/upper_48_9447922507.jpg,ensemble_frames/lower/lower_48_9447922507.jpg,48
232,ensemble_frames/upper/upper_54_9447922515.jpg,ensemble_frames/lower/lower_54_9447922515.jpg,54
233,ensemble_frames/upper/upper_55_9447922523.jpg,ensemble_frames/lower/lower_55_9447922523.jpg,55
234,ensemble_frames/upper/upper_59_9447922531.jpg,ensemble_frames/lower/lower_59_9447922531.jpg,59
235,ensemble_frames/upper/upper_61_9447922539.jpg,ensemble_frames/lower/lower_61_9447922539.jpg,61
236,ensemble_frames/upper/upper_61_9447922547.jpg,ensemble_frames/lower/lower_61_9447922547.jpg,61
237,ensemble_frames/upper/upper_61_9447922555.jpg,ensemble_frames/lower/lower_61_9447922555.jpg,61
238,ensemble_frames/upper/upper_59_9447922563.jpg,ensemble_frames/lower/lower_59_9447922563.jpg,59
239,ensemble_frames/upper/upper_52_9447922571.jpg,ensemble_frames/lower/lower_52_9447922571.jpg,52
240,ensemble_frames/upper/upper_45_9447922579.jpg,ensemble_frames/lower/lower_45_9447922579.jpg,45
241,ensemble_frames/upper/upper_37_9447922586.jpg,ensemble_frames/lower/lower_37_9447922586.jpg,37
242,ensemble_frames/upper/upper_32_9447922593.jpg,ensemble_frames/lower/lower_32_9447922593.jpg,32
243,ensemble_frames/upper/upper_25_9447922600.jpg,ensemble_frames/lower/lower_25_9447922600.jpg,25
244,ensemble_frames/upper/upper_15_9447922607.jpg,ensemble_frames/lower/lower_15_9447922607.jpg,15
245,ensemble_frames/upper/upper_11_9447922614.jpg,ensemble_frames/lower/lower_11_9447922614.jpg,11
246,ensemble_frames/upper/upper_11_9447922621.jpg,ensemble_frames/lower/lower_11_9447922621.jpg,11
247,ensemble_frames/upper/upper_22_9447922627.jpg,ensemble_frames/lower/lower_22_9447922627.jpg,22
248,ensemble_frames/upper/upper_35_9447922635.jpg,ensemble_frames/lower/lower_35_9447922635.jpg,35
249,ensemble_frames/upper/upper_36_9447922641.jpg,ensemble_frames/lower/lower_36_9447922641.jpg,36
250,ensemble_frames/upper/upper_39_9447922648.jpg,ensemble_frames/lower/lower_39_9447922648.jpg,39
251,ensemble_frames/upper/upper_40_9447922654.jpg,ensemble_frames/lower/lower_40_9447922654.jpg,40
252,ensemble_frames/upper/upper_46_9447922663.jpg,ensemble_frames/lower/lower_46_9447922663.jpg,46
253,ensemble_frames/upper/upper_48_9447922670.jpg,ensemble_frames/lower/lower_48_9447922670.jpg,48
